computadora;computador
ordenador;computador
raton;mouse
pantalla;monitor
pantalla;tela
red;rede
red;conexao
fichero;arquivo
archivo;arquivo
impresora;impressora
contrasena;senha
contrasena;acesso
clave;senha
clave;acesso
correo;email
nube;nuvem
interfaz;interface
seguridad;seguranca
